	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.6557995158115565	0.5440792510595738	0.47312037798124085	0.5243250585899203	0.2644157004325831	0.45296199934051024	0.42383566228908803	0.5605060882167817	0.5694353414227245
LEB_d	0.6557995158115565	0.0	0.3706860137517068	0.3903710643495853	0.42695043597664945	0.6879552421183892	0.49527997734108575	0.6595223375360036	0.4919491000607447	0.306268536422047
LEB_k	0.5440792510595738	0.3706860137517068	0.0	0.43847484398118486	0.2544985987933591	0.6385525155196417	0.4058290805900501	0.735961120750279	0.5405118827819285	0.09545059388202837
TUR_d	0.47312037798124085	0.3903710643495853	0.43847484398118486	0.0	0.28260167770661554	0.3763038811032531	0.20382204726224348	0.38008005000110084	0.15319489021291247	0.4102633154885845
TUR_k	0.5243250585899203	0.42695043597664945	0.2544985987933591	0.28260167770661554	0.0	0.5183151953286556	0.20628349026168882	0.6168879515570985	0.3434796769428152	0.26100556601019653
UZB_d	0.2644157004325831	0.6879552421183892	0.6385525155196417	0.3763038811032531	0.5183151953286556	0.0	0.3680220576026441	0.2522795779467113	0.42278750498254275	0.6416923665354165
UZB_k	0.45296199934051024	0.49527997734108575	0.4058290805900501	0.20382204726224348	0.20628349026168882	0.3680220576026441	0.0	0.4767379152640074	0.25505058799518304	0.39803912278036957
IND_d	0.42383566228908803	0.6595223375360036	0.735961120750279	0.38008005000110084	0.6168879515570985	0.2522795779467113	0.4767379152640074	0.0	0.3985093979960973	0.7207084068193469
MOR_d	0.5605060882167817	0.4919491000607447	0.5405118827819285	0.15319489021291247	0.3434796769428152	0.42278750498254275	0.25505058799518304	0.3985093979960973	0.0	0.5214197302038953
MOR_k	0.5694353414227245	0.306268536422047	0.09545059388202837	0.4102633154885845	0.26100556601019653	0.6416923665354165	0.39803912278036957	0.7207084068193469	0.5214197302038953	0.0
