	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.7877022818280723	0.9180551662233848	0.9727786197401229	0.9802806596356016	0.6064609067970276	1.0216195094038862	0.4953619816984868	0.6867226526068374	0.8545144509386172
LEB_d	0.7877022818280723	0.0	0.5220131820251561	0.4214462543727949	0.4862256768845452	0.34202168928920523	0.5334020534769678	0.7436887255147903	0.22633173624157132	0.3341627179496143
LEB_k	0.9180551662233848	0.5220131820251561	0.0	0.30657878103164227	0.3364777203485584	0.4947140472342717	0.2184396460286431	0.7677483681623576	0.5150789163665631	0.3898675446398884
TUR_d	0.9727786197401229	0.4214462543727949	0.30657878103164227	0.0	0.203070145732731	0.5244284704886961	0.28817278331984686	0.9164880457744551	0.46968387100944264	0.3115542095267134
TUR_k	0.9802806596356016	0.4862256768845452	0.3364777203485584	0.203070145732731	0.0	0.5826520860140265	0.2874146053385399	0.9502967211066548	0.5241709144751955	0.3481536397578642
UZB_d	0.6064609067970276	0.34202168928920523	0.4947140472342717	0.5244284704886961	0.5826520860140265	0.0	0.5588960206280572	0.49714637276256696	0.24072029759650773	0.3607060755015446
UZB_k	1.0216195094038862	0.5334020534769678	0.2184396460286431	0.28817278331984686	0.2874146053385399	0.5588960206280572	0.0	0.8915556120475935	0.5558403069277374	0.40071159501349274
IND_d	0.4953619816984868	0.7436887255147903	0.7677483681623576	0.9164880457744551	0.9502967211066548	0.49714637276256696	0.8915556120475935	0.0	0.6209771556806709	0.7571056117915059
MOR_d	0.6867226526068374	0.22633173624157132	0.5150789163665631	0.46968387100944264	0.5241709144751955	0.24072029759650773	0.5558403069277374	0.6209771556806709	0.0	0.3022790699808013
MOR_k	0.8545144509386172	0.3341627179496143	0.3898675446398884	0.3115542095267134	0.3481536397578642	0.3607060755015446	0.40071159501349274	0.7571056117915059	0.3022790699808013	0.0
