	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	1.1634448441446275	1.348501954621695	0.7662627554444188	1.0397053977727975	0.8306654297529947	0.5071493443782836	0.30230653790331224	0.3319417367482564	0.8642499749701288
LEB_d	1.1634448441446275	0.0	0.6141221483478138	0.559201217427213	0.4441646051845808	0.6785686716811548	0.7699491731703715	0.9458141734988833	0.9343937910244703	0.5849290005347
LEB_k	1.348501954621695	0.6141221483478138	0.0	0.601531132028612	0.3590292173579949	0.5977839859993771	0.8719824275445525	1.0873823902561006	1.0661386479709025	0.5558981036647949
TUR_d	0.7662627554444188	0.559201217427213	0.601531132028612	0.0	0.29294720646521627	0.26222771347171003	0.3040615132674009	0.512261981142336	0.4875943000768818	0.20035944017080612
TUR_k	1.0397053977727975	0.4441646051845808	0.3590292173579949	0.29294720646521627	0.0	0.38850158247130956	0.574984699154461	0.7891825993013141	0.7646451727959905	0.2910706886067667
UZB_d	0.8306654297529947	0.6785686716811548	0.5977839859993771	0.26222771347171003	0.38850158247130956	0.0	0.35482568096234013	0.5646751407400691	0.5665755848856977	0.27019542222545034
UZB_k	0.5071493443782836	0.7699491731703715	0.8719824275445525	0.3040615132674009	0.574984699154461	0.35482568096234013	0.0	0.25026722528510736	0.2441775292459959	0.40070741260071135
IND_d	0.30230653790331224	0.9458141734988833	1.0873823902561006	0.512261981142336	0.7891825993013141	0.5646751407400691	0.25026722528510736	0.0	0.16313203916754215	0.6047605040390227
MOR_d	0.3319417367482564	0.9343937910244703	1.0661386479709025	0.4875943000768818	0.7646451727959905	0.5665755848856977	0.2441775292459959	0.16313203916754215	0.0	0.5663860353215094
MOR_k	0.8642499749701288	0.5849290005347	0.5558981036647949	0.20035944017080612	0.2910706886067667	0.27019542222545034	0.40070741260071135	0.6047605040390227	0.5663860353215094	0.0
