	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.658034387510458	0.8747968218644787	1.4541768622331774	1.5613493582896936	0.8723043104700166	1.6043807908706615	0.7069713817133051	0.8685010248200802	1.1056094920397357
LEB_d	0.658034387510458	0.0	0.3555148009055499	0.9192163822998843	1.0290922896714978	0.4315101292064302	1.0296021768597974	0.49860865408587407	0.3726562842184067	0.5871706827820923
LEB_k	0.8747968218644787	0.3555148009055499	0.0	0.7776631367807021	0.890545805294466	0.5335740571522702	0.9242108020942055	0.7504173043421106	0.37170932838822934	0.5033950610896878
TUR_d	1.4541768622331774	0.9192163822998843	0.7776631367807021	0.0	0.1372273150003836	0.7082553147238947	0.2929264453840624	1.1079480468564589	0.6479961619808754	0.39116994371124325
TUR_k	1.5613493582896936	1.0290922896714978	0.890545805294466	0.1372273150003836	0.0	0.7875000207938959	0.23650115526146226	1.1875365588278937	0.7646772967876292	0.5088010326365648
UZB_d	0.8723043104700166	0.4315101292064302	0.5335740571522702	0.7082553147238947	0.7875000207938959	0.0	0.7835321076462629	0.43035966773007733	0.36398928824600163	0.4625446464308246
UZB_k	1.6043807908706615	1.0296021768597974	0.9242108020942055	0.2929264453840624	0.23650115526146226	0.7835321076462629	0.0	1.153592496525114	0.8152930625325728	0.5893314402518447
IND_d	0.7069713817133051	0.49860865408587407	0.7504173043421106	1.1079480468564589	1.1875365588278937	0.43035966773007733	1.153592496525114	0.0	0.6422967490978575	0.8214248236393277
MOR_d	0.8685010248200802	0.3726562842184067	0.37170932838822934	0.6479961619808754	0.7646772967876292	0.36398928824600163	0.8152930625325728	0.6422967490978575	0.0	0.28043055643001413
MOR_k	1.1056094920397357	0.5871706827820923	0.5033950610896878	0.39116994371124325	0.5088010326365648	0.4625446464308246	0.5893314402518447	0.8214248236393277	0.28043055643001413	0.0
