	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.9690267313458181	1.5276714175433366	1.1994478193635576	1.1655277207010117	0.18080734828874853	0.2650045055582543	0.23972570423413594	1.1413353018448837	1.9903706305697129
LEB_d	0.9690267313458181	0.0	0.6228962899326514	0.37045770986722726	0.2641826553794782	1.0717228027360617	0.8715726239123662	0.8785153218653994	0.27790200695914624	1.0539591599223561
LEB_k	1.5276714175433366	0.6228962899326514	0.0	0.5281129787970446	0.48050156411345296	1.6145467951073658	1.4144300731198551	1.4288644281711753	0.6315347072147289	0.6801934422244574
TUR_d	1.1994478193635576	0.37045770986722726	0.5281129787970446	0.0	0.17290735971832982	1.2621907551504206	1.0488288737223466	1.0502325252696794	0.3327640792858836	0.840302385692831
TUR_k	1.1655277207010117	0.2641826553794782	0.48050156411345296	0.17290735971832982	0.0	1.2461920272731961	1.0322442374754648	1.0433495086314608	0.24688873696581204	0.8361546875983437
UZB_d	0.18080734828874853	1.0717228027360617	1.6145467951073658	1.2621907551504206	1.2461920272731961	0.0	0.2689177593046501	0.22887117366824247	1.2322610492013308	2.0683735273835255
UZB_k	0.2650045055582543	0.8715726239123662	1.4144300731198551	1.0488288737223466	1.0322442374754648	0.2689177593046501	0.0	0.17899611579227928	1.0363188730318027	1.8464823936232604
IND_d	0.23972570423413594	0.8785153218653994	1.4288644281711753	1.0502325252696794	1.0433495086314608	0.22887117366824247	0.17899611579227928	0.0	1.029561251624189	1.863661418369735
MOR_d	1.1413353018448837	0.27790200695914624	0.6315347072147289	0.3327640792858836	0.24688873696581204	1.2322610492013308	1.0363188730318027	1.029561251624189	0.0	0.8891054999992408
MOR_k	1.9903706305697129	1.0539591599223561	0.6801934422244574	0.840302385692831	0.8361546875983437	2.0683735273835255	1.8464823936232604	1.863661418369735	0.8891054999992408	0.0
