	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.5257489925168245	0.5809367238750232	0.5457059401092534	0.5623383765251841	1.1048084362411528	1.095294092731379	0.9768006519468018	0.5823424963724187	0.4492776929177499
LEB_d	0.5257489925168245	0.0	0.6914949170858012	0.46484144734996846	0.5884209331511141	0.9603272591989718	0.9762269624924537	0.8904981272854272	0.4982427702435266	0.6499290048802336
LEB_k	0.5809367238750232	0.6914949170858012	0.0	0.5484721232693026	0.566033983429311	1.0035348731237037	0.9491382017139002	0.8775063770527279	0.5464226022368045	0.7584597753975856
TUR_d	0.5457059401092534	0.46484144734996846	0.5484721232693026	0.0	0.18936229365350005	0.6169988449108312	0.5983394991763706	0.5323837613240573	0.1502412773474801	0.47837142012805417
TUR_k	0.5623383765251841	0.5884209331511141	0.566033983429311	0.18936229365350005	0.0	0.6187999895155868	0.5958051981049911	0.49853349360812454	0.2576419858548956	0.41126676843869736
UZB_d	1.1048084362411528	0.9603272591989718	1.0035348731237037	0.6169988449108312	0.6187999895155868	0.0	0.2948904453324706	0.3401978208813296	0.6237952941534844	0.9077557252646111
UZB_k	1.095294092731379	0.9762269624924537	0.9491382017139002	0.5983394991763706	0.5958051981049911	0.2948904453324706	0.0	0.42922696150424444	0.5922174818955441	0.9215061200903902
IND_d	0.9768006519468018	0.8904981272854272	0.8775063770527279	0.5323837613240573	0.49853349360812454	0.3401978208813296	0.42922696150424444	0.0	0.5437338498196166	0.7549972500575876
MOR_d	0.5823424963724187	0.4982427702435266	0.5464226022368045	0.1502412773474801	0.2576419858548956	0.6237952941534844	0.5922174818955441	0.5437338498196166	0.0	0.5250504533904115
MOR_k	0.4492776929177499	0.6499290048802336	0.7584597753975856	0.47837142012805417	0.41126676843869736	0.9077557252646111	0.9215061200903902	0.7549972500575876	0.5250504533904115	0.0
