	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.18252222509106192	0.37558453022860666	0.26580397959559554	0.23837545816550054	0.21847325731883246	0.39100867246856263	0.6431670114914579	0.3783214908980383	0.2561035683728055
LEB_d	0.18252222509106192	0.0	0.30695830769014154	0.21815888007318363	0.14588254523306357	0.15699018673094658	0.3573503968721925	0.5962018727697628	0.31517042180230914	0.1365726089562303
LEB_k	0.37558453022860666	0.30695830769014154	0.0	0.27617402628254123	0.20105917236227494	0.42271363419029506	0.27676445320788745	0.8055987815355652	0.2310068461383449	0.34907234782601054
TUR_d	0.26580397959559554	0.21815888007318363	0.27617402628254123	0.0	0.19063579469773717	0.3429470274382513	0.18590097051752819	0.7937519040123837	0.20955957114394994	0.2860112823568436
TUR_k	0.23837545816550054	0.14588254523306357	0.20105917236227494	0.19063579469773717	0.0	0.25486675106514783	0.30448334474820926	0.6714061350166928	0.2586098838545005	0.2048207242313737
UZB_d	0.21847325731883246	0.15699018673094658	0.42271363419029506	0.3429470274382513	0.25486675106514783	0.0	0.49434666942726474	0.47654939593484	0.4534380759342656	0.1803997375946404
UZB_k	0.39100867246856263	0.3573503968721925	0.27676445320788745	0.18590097051752819	0.30448334474820926	0.49434666942726474	0.0	0.9423833121919065	0.16846392693828272	0.4205037195986602
IND_d	0.6431670114914579	0.5962018727697628	0.8055987815355652	0.7937519040123837	0.6714061350166928	0.47654939593484	0.9423833121919065	0.0	0.8638567958544316	0.538058580011078
MOR_d	0.3783214908980383	0.31517042180230914	0.2310068461383449	0.20955957114394994	0.2586098838545005	0.4534380759342656	0.16846392693828272	0.8638567958544316	0.0	0.35290823706138486
MOR_k	0.2561035683728055	0.1365726089562303	0.34907234782601054	0.2860112823568436	0.2048207242313737	0.1803997375946404	0.4205037195986602	0.538058580011078	0.35290823706138486	0.0
