	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	1.1023514146945737	1.2267754891750084	0.6729425666427059	0.6917078561694068	1.0838733039912294	1.0368524011221307	1.1952095295919032	0.9162655036329324	0.8333866581573935
LEB_d	1.1023514146945737	0.0	0.4781381935508353	0.6015893653426917	0.45482997547174736	1.2938057545978041	1.3120633653148537	1.4561181032035493	0.281875781340549	0.6692492255998831
LEB_k	1.2267754891750084	0.4781381935508353	0.0	0.6096100624315639	0.6537722111434615	1.6605488260742038	1.6677227090278255	1.8280275316323877	0.5233485908236378	0.5355598109152053
TUR_d	0.6729425666427059	0.6015893653426917	0.6096100624315639	0.0	0.28378766853548376	1.2830049142957074	1.2648618738824866	1.4424021911130651	0.4276652039528888	0.28987073197104685
TUR_k	0.6917078561694068	0.45482997547174736	0.6537722111434615	0.28378766853548376	0.0	1.0861408292366581	1.0772383652306228	1.2498590319713168	0.28645122663780065	0.464103188468427
UZB_d	1.0838733039912294	1.2938057545978041	1.6605488260742038	1.2830049142957074	1.0861408292366581	0.0	0.10977126935166723	0.20257427487329052	1.1948357642371166	1.470291781366355
UZB_k	1.0368524011221307	1.3120633653148537	1.6677227090278255	1.2648618738824866	1.0772383652306228	0.10977126935166723	0.0	0.22562569940107555	1.1993536759304233	1.4533389081703978
IND_d	1.1952095295919032	1.4561181032035493	1.8280275316323877	1.4424021911130651	1.2498590319713168	0.20257427487329052	0.22562569940107555	0.0	1.3672419972243073	1.6363315825173776
MOR_d	0.9162655036329324	0.281875781340549	0.5233485908236378	0.4276652039528888	0.28645122663780065	1.1948357642371166	1.1993536759304233	1.3672419972243073	0.0	0.49155698448600593
MOR_k	0.8333866581573935	0.6692492255998831	0.5355598109152053	0.28987073197104685	0.464103188468427	1.470291781366355	1.4533389081703978	1.6363315825173776	0.49155698448600593	0.0
