	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.4565874842864188	0.3033755721473097	0.16605866267672406	0.17601703907691757	0.4843836438706805	0.10990394124902698	0.23649704929132634	0.26957086077694603	0.3252051746421977
LEB_d	0.4565874842864188	0.0	0.37972954791045516	0.44013211101499083	0.5325960726426963	0.25096887914104654	0.4697683194272366	0.5042652834490912	0.3535986103136535	0.7035108307401763
LEB_k	0.3033755721473097	0.37972954791045516	0.0	0.28196748216149364	0.2882078191683402	0.5223853846261396	0.3286060441868407	0.3476460507684956	0.397666693100687	0.5299679176324512
TUR_d	0.16605866267672406	0.44013211101499083	0.28196748216149364	0.0	0.14674007182358703	0.4818339312474554	0.20364908450574987	0.2995221575528962	0.27075182144699395	0.3880860672832774
TUR_k	0.17601703907691757	0.5325960726426963	0.2882078191683402	0.14674007182358703	0.0	0.5897061566322999	0.2101697074043389	0.2954100739599746	0.3549115507384447	0.3212960798921787
UZB_d	0.4843836438706805	0.25096887914104654	0.5223853846261396	0.4818339312474554	0.5897061566322999	0.0	0.4671624511703917	0.503095540219716	0.3128063119652981	0.7149842243452473
UZB_k	0.10990394124902698	0.4697683194272366	0.3286060441868407	0.20364908450574987	0.2101697074043389	0.4671624511703917	0.0	0.2507018234041963	0.26217254690223074	0.34049231796203927
IND_d	0.23649704929132634	0.5042652834490912	0.3476460507684956	0.2995221575528962	0.2954100739599746	0.503095540219716	0.2507018234041963	0.0	0.29658456163222174	0.38446227562927265
MOR_d	0.26957086077694603	0.3535986103136535	0.397666693100687	0.27075182144699395	0.3549115507384447	0.3128063119652981	0.26217254690223074	0.29658456163222174	0.0	0.4487048464543128
MOR_k	0.3252051746421977	0.7035108307401763	0.5299679176324512	0.3880860672832774	0.3212960798921787	0.7149842243452473	0.34049231796203927	0.38446227562927265	0.4487048464543128	0.0
