	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	1.0061193464678682	1.491701793311187	1.194915490546404	1.1396718778894668	0.451238879495269	0.46536150561444795	0.4791704806755831	1.140378068357238	1.933876166183716
LEB_d	1.0061193464678682	0.0	0.6040872449813471	0.35956651677568513	0.2980848752174278	1.026463947691138	0.834467701755464	0.8416993878420047	0.27345190869471253	1.010868718262733
LEB_k	1.491701793311187	0.6040872449813471	0.0	0.5069935073564404	0.46414114651211813	1.5507497246248743	1.3576878348254768	1.3739694458586524	0.6055536362166858	0.652243523828791
TUR_d	1.194915490546404	0.35956651677568513	0.5069935073564404	0.0	0.19272999838545182	1.2115477928626777	1.0059622813681124	1.0095780024083019	0.3186232769090883	0.8045288049161795
TUR_k	1.1396718778894668	0.2980848752174278	0.46414114651211813	0.19272999838545182	0.0	1.207424762593182	1.0009420474705628	1.016672862728783	0.25461366236233685	0.8065054300493735
UZB_d	0.451238879495269	1.026463947691138	1.5507497246248743	1.2115477928626777	1.207424762593182	0.0	0.2588397996033055	0.21916237861383836	1.183271354997951	1.9822455427951602
UZB_k	0.46536150561444795	0.834467701755464	1.3576878348254768	1.0059622813681124	1.0009420474705628	0.2588397996033055	0.0	0.1740710902398967	0.9942596035683711	1.768918140001031
IND_d	0.4791704806755831	0.8416993878420047	1.3739694458586524	1.0095780024083019	1.016672862728783	0.21916237861383836	0.1740710902398967	0.0	0.9902474229444321	1.786655926238056
MOR_d	1.140378068357238	0.27345190869471253	0.6055536362166858	0.3186232769090883	0.25461366236233685	1.183271354997951	0.9942596035683711	0.9902474229444321	0.0	0.8512595281913634
MOR_k	1.933876166183716	1.010868718262733	0.652243523828791	0.8045288049161795	0.8065054300493735	1.9822455427951602	1.768918140001031	1.786655926238056	0.8512595281913634	0.0
