	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.6380593896608016	0.4812015613517823	0.5748285846961196	0.5569720639194126	0.5135244688705242	0.5222259652325043	0.5736957142417656	0.631599805864377	0.5726141719106398
LEB_d	0.6380593896608016	0.0	0.33669048257073925	0.6629521788854646	0.6337795425814733	0.8149289049091502	0.7445481664281866	0.8342271405524863	0.6186627122386824	0.7927166812228281
LEB_k	0.4812015613517823	0.33669048257073925	0.0	0.4742121439932767	0.5338060134446534	0.6415957906596579	0.6288705644641838	0.6927873349856282	0.3355564468197106	0.5602734700701801
TUR_d	0.5748285846961196	0.6629521788854646	0.4742121439932767	0.0	0.23926092585932746	0.29808576123710057	0.32571929826492035	0.3514922630714899	0.3382070875854411	0.19193555666334827
TUR_k	0.5569720639194126	0.6337795425814733	0.5338060134446534	0.23926092585932746	0.0	0.2921860249578322	0.23633280445356813	0.3067784298747176	0.5091253374847432	0.3754665984547648
UZB_d	0.5135244688705242	0.8149289049091502	0.6415957906596579	0.29808576123710057	0.2921860249578322	0.0	0.1658439629744086	0.15189919381578618	0.5512715841354934	0.2959101840641713
UZB_k	0.5222259652325043	0.7445481664281866	0.6288705644641838	0.32571929826492035	0.23633280445356813	0.1658439629744086	0.0	0.1500619498274135	0.5961831116555617	0.4015928021204969
IND_d	0.5736957142417656	0.8342271405524863	0.6927873349856282	0.3514922630714899	0.3067784298747176	0.15189919381578618	0.1500619498274135	0.0	0.6241963739774201	0.38479117455282935
MOR_d	0.631599805864377	0.6186627122386824	0.3355564468197106	0.3382070875854411	0.5091253374847432	0.5512715841354934	0.5961831116555617	0.6241963739774201	0.0	0.38128438996912134
MOR_k	0.5726141719106398	0.7927166812228281	0.5602734700701801	0.19193555666334827	0.3754665984547648	0.2959101840641713	0.4015928021204969	0.38479117455282935	0.38128438996912134	0.0
