	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.49986803225366194	0.49384803187091764	0.3623397091474791	0.40187357326416595	0.5450400532542998	0.6754029503592118	0.6103629416614905	0.5018491581958572	0.4616099527303143
LEB_d	0.49986803225366194	0.0	0.2238951023295921	0.4403704482215663	0.3024647172563583	0.37334483218207537	0.40559674390553746	0.6220539735347652	0.31322891222223476	0.37790613754804875
LEB_k	0.49384803187091764	0.2238951023295921	0.0	0.42764412582352423	0.2539196739011394	0.454299346034535	0.49412932503673496	0.6285190251783911	0.3826870299180202	0.39521987097562106
TUR_d	0.3623397091474791	0.4403704482215663	0.42764412582352423	0.0	0.3165732202612678	0.37391665770315735	0.46356232106718676	0.6077940105143544	0.339668005554005	0.2939135184771001
TUR_k	0.40187357326416595	0.3024647172563583	0.2539196739011394	0.3165732202612678	0.0	0.3621294626528466	0.44706558504430477	0.5303532262309532	0.29701127362092866	0.23326098962615896
UZB_d	0.5450400532542998	0.37334483218207537	0.454299346034535	0.37391665770315735	0.3621294626528466	0.0	0.16632973134237677	0.46552797965205606	0.14879678639190097	0.3501001011295202
UZB_k	0.6754029503592118	0.40559674390553746	0.49412932503673496	0.46356232106718676	0.44706558504430477	0.16632973134237677	0.0	0.5736863803760098	0.2380747620976194	0.436923683919568
IND_d	0.6103629416614905	0.6220539735347652	0.6285190251783911	0.6077940105143544	0.5303532262309532	0.46552797965205606	0.5736863803760098	0.0	0.4647964692134262	0.540565815775766
MOR_d	0.5018491581958572	0.31322891222223476	0.3826870299180202	0.339668005554005	0.29701127362092866	0.14879678639190097	0.2380747620976194	0.4647964692134262	0.0	0.27044121972865637
MOR_k	0.4616099527303143	0.37790613754804875	0.39521987097562106	0.2939135184771001	0.23326098962615896	0.3501001011295202	0.436923683919568	0.540565815775766	0.27044121972865637	0.0
