	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	1.4926477455053488	1.5588661644033943	0.8231949392465046	0.9414439047102812	1.0582922941571227	0.9786798083090813	1.1312765928217878	1.1941457944377774	0.9399268962366342
LEB_d	1.4926477455053488	0.0	0.35922901330180435	0.7547574287048575	0.5893463921267872	1.4087889865105478	1.425618502410035	1.5549488428993539	0.3199709435743485	0.7263201138983287
LEB_k	1.5588661644033943	0.35922901330180435	0.0	0.7709518073067725	0.6939290338880356	1.6551639688903497	1.6604093577996064	1.8021582341658111	0.5138750010180231	0.6883942824883766
TUR_d	0.8231949392465046	0.7547574287048575	0.7709518073067725	0.0	0.28172609699027445	1.2060849480762386	1.175709710335767	1.347259482827301	0.49174586728561653	0.20157826822266384
TUR_k	0.9414439047102812	0.5893463921267872	0.6939290338880356	0.28172609699027445	0.0	1.0853939124900585	1.0605976106537287	1.227210020451613	0.3429075516302772	0.3785537827656971
UZB_d	1.0582922941571227	1.4087889865105478	1.6551639688903497	1.2060849480762386	1.0853939124900585	0.0	0.14654792755310542	0.1858939380551791	1.2061623384612141	1.3487376202921229
UZB_k	0.9786798083090813	1.425618502410035	1.6604093577996064	1.175709710335767	1.0605976106537287	0.14654792755310542	0.0	0.21998216199996382	1.2109168244580637	1.3208044545392839
IND_d	1.1312765928217878	1.5549488428993539	1.8021582341658111	1.347259482827301	1.227210020451613	0.1858939380551791	0.21998216199996382	0.0	1.356608280527666	1.4910952534820077
MOR_d	1.1941457944377774	0.3199709435743485	0.5138750010180231	0.49174586728561653	0.3429075516302772	1.2061623384612141	1.2109168244580637	1.356608280527666	0.0	0.49128423034987745
MOR_k	0.9399268962366342	0.7263201138983287	0.6883942824883766	0.20157826822266384	0.3785537827656971	1.3487376202921229	1.3208044545392839	1.4910952534820077	0.49128423034987745	0.0
