	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.6846987188307541	0.9708029207934368	1.8772262167316927	2.0041554042273493	1.1095116737256785	2.0738349080575946	0.7412419370924048	0.9867587925752229	1.4431590530690366
LEB_d	0.6846987188307541	0.0	0.35319114957622466	1.2511618906971347	1.3788456587960314	0.5074593474196799	1.4545680537256651	0.3126375325889485	0.43125977484515476	0.8350304771649576
LEB_k	0.9708029207934368	0.35319114957622466	0.0	0.9888802454552662	1.1175590295341933	0.41362544130872375	1.2008361838855797	0.506305566934696	0.3210483581047718	0.5709921930618868
TUR_d	1.8772262167316927	1.2511618906971347	0.9888802454552662	0.0	0.14198095096720048	0.8173886142375243	0.2370339231700163	1.2309540211348065	0.9404671300582942	0.4906972766213263
TUR_k	2.0041554042273493	1.3788456587960314	1.1175590295341933	0.14198095096720048	0.0	0.9415710552930352	0.1491407664058378	1.3555234614616207	1.063623715310104	0.6069867316079003
UZB_d	1.1095116737256785	0.5074593474196799	0.41362544130872375	0.8173886142375243	0.9415710552930352	0.0	1.0055980140315428	0.4268347211163154	0.32005665577302483	0.4857434360986068
UZB_k	2.0738349080575946	1.4545680537256651	1.2008361838855797	0.2370339231700163	0.1491407664058378	1.0055980140315428	0.0	1.4147267833268604	1.1386908445018673	0.6891545932785542
IND_d	0.7412419370924048	0.3126375325889485	0.506305566934696	1.2309540211348065	1.3555234614616207	0.4268347211163154	1.4147267833268604	0.0	0.4554125524013772	0.8584138752559032
MOR_d	0.9867587925752229	0.43125977484515476	0.3210483581047718	0.9404671300582942	1.063623715310104	0.32005665577302483	1.1386908445018673	0.4554125524013772	0.0	0.521644405857149
MOR_k	1.4431590530690366	0.8350304771649576	0.5709921930618868	0.4906972766213263	0.6069867316079003	0.4857434360986068	0.6891545932785542	0.8584138752559032	0.521644405857149	0.0
