	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	2.100020543665076	2.0639354673548533	0.9027623719711448	1.2866175209278508	1.6442539856370222	1.9341658253876144	1.8108123946886323	1.8258035370193224	1.031978758817505
LEB_d	2.100020543665076	0.0	0.19340067267221028	1.231409432420746	0.8567675274841682	0.5052996200864377	0.30791006664886866	0.34048204369617135	0.46384344945883615	1.139002087041039
LEB_k	2.0639354673548533	0.19340067267221028	0.0	1.1867766040230079	0.805170217412707	0.4648143018971383	0.27280163594113593	0.31655955433474026	0.36207775614098425	1.091142813440502
TUR_d	0.9027623719711448	1.231409432420746	1.1867766040230079	0.0	0.40271959649266525	0.7752629051938497	1.0565378078701222	0.9344739683702655	0.9451803346659995	0.20883363548271108
TUR_k	1.2866175209278508	0.8567675274841682	0.805170217412707	0.40271959649266525	0.0	0.3962140974443747	0.6752060489557894	0.555603890324929	0.5731780094863234	0.3309856637289589
UZB_d	1.6442539856370222	0.5052996200864377	0.4648143018971383	0.7752629051938497	0.3962140974443747	0.0	0.3183309378575261	0.2186501116543446	0.32737085778120184	0.6950652349542517
UZB_k	1.9341658253876144	0.30791006664886866	0.27280163594113593	1.0565378078701222	0.6752060489557894	0.3183309378575261	0.0	0.19681888374637954	0.3298818228328604	0.9672679844052011
IND_d	1.8108123946886323	0.34048204369617135	0.31655955433474026	0.9344739683702655	0.555603890324929	0.2186501116543446	0.19681888374637954	0.0	0.31026573241608335	0.8522458946304341
MOR_d	1.8258035370193224	0.46384344945883615	0.36207775614098425	0.9451803346659995	0.5731780094863234	0.32737085778120184	0.3298818228328604	0.31026573241608335	0.0	0.834090761032132
MOR_k	1.031978758817505	1.139002087041039	1.091142813440502	0.20883363548271108	0.3309856637289589	0.6950652349542517	0.9672679844052011	0.8522458946304341	0.834090761032132	0.0
