	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.5694762384833393	0.4345566484082704	0.20358405600536406	0.23254409001978069	0.3094527377016883	0.2504796872504265	0.24841422105946573	0.19613496991974538	0.27842609963340714
LEB_d	0.5694762384833393	0.0	0.24275035920240032	0.6866904962799051	0.470769058912891	0.39752054824892863	0.591206909523939	0.5631367420916618	0.47399091616417977	0.7743708141244796
LEB_k	0.4345566484082704	0.24275035920240032	0.0	0.5324110751344504	0.30993566140015383	0.3329738120086865	0.47961923980740917	0.4561102665044853	0.33807953544430525	0.6063103475030959
TUR_d	0.20358405600536406	0.6866904962799051	0.5324110751344504	0.0	0.28390714773993664	0.38601433697707577	0.23764162197723476	0.29951202190053516	0.2693276930850191	0.21279857894854956
TUR_k	0.23254409001978069	0.470769058912891	0.30993566140015383	0.28390714773993664	0.0	0.24736893506114366	0.22792662973214073	0.2899133227725524	0.18583065312826805	0.35723552876299053
UZB_d	0.3094527377016883	0.39752054824892863	0.3329738120086865	0.38601433697707577	0.24736893506114366	0.0	0.2272784140299489	0.2393185886176382	0.24016221566810123	0.5077463681738417
UZB_k	0.2504796872504265	0.591206909523939	0.47961923980740917	0.23764162197723476	0.22792662973214073	0.2272784140299489	0.0	0.22637716687855663	0.2703996952702056	0.370792802112865
IND_d	0.24841422105946573	0.5631367420916618	0.4561102665044853	0.29951202190053516	0.2899133227725524	0.2393185886176382	0.22637716687855663	0.0	0.274182019619469	0.39701208539606336
MOR_d	0.19613496991974538	0.47399091616417977	0.33807953544430525	0.2693276930850191	0.18583065312826805	0.24016221566810123	0.2703996952702056	0.274182019619469	0.0	0.3320797118530198
MOR_k	0.27842609963340714	0.7743708141244796	0.6063103475030959	0.21279857894854956	0.35723552876299053	0.5077463681738417	0.370792802112865	0.39701208539606336	0.3320797118530198	0.0
