	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	1.0537305480294408	1.3567623486186624	0.6760752381461672	1.0865640646430401	0.6887086452375099	0.7403247561691967	0.5526732887061214	0.879620680330343	1.1580612068337812
LEB_d	1.0537305480294408	0.0	0.7363322475657473	0.6718543122482927	0.6415716368694455	1.1219672648069943	1.0978088356981857	1.0916502687911485	0.5740601087366648	0.9363149421403782
LEB_k	1.3567623486186624	0.7363322475657473	0.0	0.7338824301634759	0.3227457375639926	1.0475274312940757	0.9642525623571053	1.0968586829824518	0.5365988847204902	0.5020502979002393
TUR_d	0.6760752381461672	0.6718543122482927	0.7338824301634759	0.0	0.4697198880173357	0.4995357695321709	0.48596488811395483	0.4998861194347148	0.32823938726029445	0.5958542458497073
TUR_k	1.0865640646430401	0.6415716368694455	0.3227457375639926	0.4697198880173357	0.0	0.7863456227850104	0.711884944511635	0.8265636667565124	0.28654449756065675	0.3744751640663883
UZB_d	0.6887086452375099	1.1219672648069943	1.0475274312940757	0.4995357695321709	0.7863456227850104	0.0	0.21791890468528075	0.24479172848885694	0.6758819357704181	0.7345133146986401
UZB_k	0.7403247561691967	1.0978088356981857	0.9642525623571053	0.48596488811395483	0.711884944511635	0.21791890468528075	0.0	0.34558119261717235	0.6337636464179917	0.6371034855113566
IND_d	0.5526732887061214	1.0916502687911485	1.0968586829824518	0.4998861194347148	0.8265636667565124	0.24479172848885694	0.34558119261717235	0.0	0.6843384002430905	0.7763601829385283
MOR_d	0.879620680330343	0.5740601087366648	0.5365988847204902	0.32823938726029445	0.28654449756065675	0.6758819357704181	0.6337636464179917	0.6843384002430905	0.0	0.4995030680427198
MOR_k	1.1580612068337812	0.9363149421403782	0.5020502979002393	0.5958542458497073	0.3744751640663883	0.7345133146986401	0.6371034855113566	0.7763601829385283	0.4995030680427198	0.0
