	ETHI_d	LEB_d	LEB_k	TUR_d	TUR_k	UZB_d	UZB_k	IND_d	MOR_d	MOR_k
ETHI_d	0.0	0.7190221912532562	0.9578777079008842	0.6608106578623869	0.5709875994902979	0.5523415030371741	0.5691218681065896	0.5852668372965675	0.5412855248447938	0.47675007548135967
LEB_d	0.7190221912532562	0.0	0.8961959678344303	0.3156792148523469	0.29550314162896085	0.31349390215165845	0.2050865434401604	0.587259031542731	0.2715950167597133	0.421445598834304
LEB_k	0.9578777079008842	0.8961959678344303	0.0	0.6528651299765366	0.6762640840961887	0.9521046528308083	0.8973478026206941	0.47756310499771354	0.8381285969778822	0.7509753981108086
TUR_d	0.6608106578623869	0.3156792148523469	0.6528651299765366	0.0	0.21498286074306067	0.36760949273942645	0.326953291061527	0.32344808012	0.2953321891528212	0.40573872781848
TUR_k	0.5709875994902979	0.29550314162896085	0.6762640840961887	0.21498286074306067	0.0	0.3476132050516674	0.24552619610240428	0.3753012775874064	0.2880361111109558	0.2642403231332972
UZB_d	0.5523415030371741	0.31349390215165845	0.9521046528308083	0.36760949273942645	0.3476132050516674	0.0	0.19259248144274843	0.5440095342445217	0.2693124860527242	0.4029055165374417
UZB_k	0.5691218681065896	0.2050865434401604	0.8973478026206941	0.326953291061527	0.24552619610240428	0.19259248144274843	0.0	0.5348328213331527	0.23281432935979063	0.31752624909811394
IND_d	0.5852668372965675	0.587259031542731	0.47756310499771354	0.32344808012	0.3753012775874064	0.5440095342445217	0.5348328213331527	0.0	0.47509417119566844	0.4505542443502316
MOR_d	0.5412855248447938	0.2715950167597133	0.8381285969778822	0.2953321891528212	0.2880361111109558	0.2693124860527242	0.23281432935979063	0.47509417119566844	0.0	0.326152296781346
MOR_k	0.47675007548135967	0.421445598834304	0.7509753981108086	0.40573872781848	0.2642403231332972	0.4029055165374417	0.31752624909811394	0.4505542443502316	0.326152296781346	0.0
